# Gleam_name               RA_gleam     Dec_gleam     S_p          S_p_error     nu_p    nu_p_error   alpha_thin     alpha_thin_error   alpha_thick   alpha_thick_error   alpha_low       alpha_low_error   alpha_high      alpha_high_error   q              q_error       z          z_ref   S_200        S_200_error    RA_vlssr     Dec_vlssr     S_vlssr      S_vlssr_error   TGSS-ADR1_name             RA_tgss    Dec_tgss    S_tgss       S_tgss_error   MRC_name        RA_mrc       Dec_mrc       S_mrc   S_mrc_error   RA_sumss     Dec_sumss    S_sumss   S_summs_error   RA_nvss       Dec_nvss      S_nvss        S_nvss_error   S_76           S_76_err      S_84           S_84_err      S_92          S_92_err      S_99            S_99_err      S_107           S_107_err     S_115           S_115_err     S_122         S_122_err     S_130           S_130_err     S_143         S_143_err     S_151         S_151_err     S_158         S_158_err      S_166         S_166_err      S_174        S_174_err     S_181        S_181_err     S_189        S_189_err      S_197        S_197_err      S_204        S_204_err      S_212        S_212_err     S_220        S_220_err      S_227        S_227_err     
  "GLEAM J125140-753038"   192.9208     -75.51075     0.8369427    0.029835282   288.0   91.0         -0.90572906    0.20880392         0.72981405    0.20696738          0.53280634      0.088316105       -0.3348919      0.16463993         -0.61512154    0.2813827     ""         ""      0.77402204   0.018985301    ""           ""            ""           ""              ""                         ""         ""          ""           ""             "MRC 1248-752"  192.91376    -75.509445    0.83    0.0415        192.91759    -75.51061    0.5234    0.02617         ""            ""            ""            ""             0.24353178     0.12525932    0.28564683     0.09147654    0.5493224     0.08023559    0.46561062      0.07801816    0.46285182      0.08563208    0.5606645       0.06315989    0.5684681     0.056912437   0.5326211       0.049832653   0.62937135    0.036527254   0.68675905    0.034605358   0.73504764    0.034568187    0.73300785    0.034178693    0.7775236    0.03901311    0.80451787   0.036723834   0.74776995   0.035130735    0.757012     0.03406118     0.7152717    0.03384415     0.75706255   0.037501886   0.81915355   0.03987265     0.7960474    0.042117726   
  "GLEAM J125203-040636"   193.01408    -4.110053     0.81309897   0.046066005   151.0   22.0         -0.4028922     0.08594114         2.464554      1.2845206           0.11108946      0.075298704       -0.36250463     0.101300806        -0.67320967    0.18263857    ""         ""      0.79932064   0.019388204    ""           ""            ""           ""              "TGSSADR J125203.1-040639" 193.01295  -4.11085    0.6311       0.0635         ""              ""           ""            ""      ""            ""           ""           ""        ""              193.01288     -4.1107306    0.38217485    0.019108742    0.489003       0.11538828    0.58336395     0.091105506   0.6214619     0.075847685   0.679827        0.07512341    0.90918165      0.07761923    0.83300054      0.06562224    0.7493714     0.05860769    0.7917341       0.06061516    0.82558733    0.04405938    0.806875      0.038173646   0.7726694     0.036646955    0.8629416     0.03722679     0.8284117    0.041524235   0.8380791    0.0382783     0.7684491    0.037267763    0.7727479    0.037312295    0.7747702    0.041844353    0.786515     0.04555766    0.7832833    0.040658534    0.7695651    0.041741353   
  "GLEAM J125235+171341"   193.14719    17.228142     1.1548831    0.06889447    142.0   74.0         -1.5802346     0.09280317         0.13883153    0.08872516          0.080740914     0.07601993        -1.0670898      0.1575561          -0.5659994     0.20922433    ""         ""      1.1258837    0.06251714     193.14702    17.227825     1.1691493    0.058457464     "TGSSADR J125235.2+171341" 193.14696  17.22814    1.2135       0.1219         "MRC 1250+174"  193.1475     17.225555     0.81    0.0405        ""           ""           ""        ""              193.14719     17.228416     0.16387105    0.0081935525   0.8667674      0.14721431    0.9227261      0.11700623    1.086036      0.10545291    1.1073376       0.10997193    1.0190526       0.08822952    1.1738718       0.0751832     1.1584567     0.07060038    1.1317091       0.06570994    1.2307827     0.06799537    1.1377286     0.062075976   1.172536      0.0632494      1.044934      0.059728045    1.10029      0.09421896    1.11725      0.09974428    1.04742      0.103076726    1.0669113    0.10364231     0.9059552    0.18985976     1.2247642    0.16830137    1.2071782    0.15822512     ""           ""            
  "GLEAM J125306-301838"   193.27832    -30.310587    0.5735372    0.08527024    157.0   83.0         -0.94624496    0.20491493         0.58048934    0.5564195           0.022275852     0.09628581        -0.66020036     0.10986225         -0.42196012    0.15809445    ""         ""      0.55241245   0.009620669    193.27396    -30.310623    0.7088811    0.035444055     "TGSSADR J125306.7-301844" 193.27812  -30.31249   0.36589998   0.0374         ""              ""           ""            ""      ""            193.27762    -30.31275    0.2182    0.01091         193.27774     -30.312647    0.15631053    0.007815527    0.53450793     0.11394251    0.47322997     0.08760142    0.5217014     0.069558665   0.43868032      0.064039946   0.58684057      0.05664527    0.48762816      0.044914424   0.57120425    0.042416085   0.56036         0.03898223    0.56628007    0.033401556   0.56738704    0.030213617   0.59362096    0.028628737    0.59973705    0.02891296     0.5412342    0.0352605     0.5464752    0.035341762   0.580005     0.031562205    0.52984226   0.026283415    0.58573544   0.024800973    0.5488315    0.02173437    0.53487265   0.020943621    0.5490955    0.021265566   
  "GLEAM J125438+114103"   193.65971    11.684342     1.0300007    0.16242206    324.0   64.0         -0.35443375    0.18902071         1.1201017     0.63988507          0.7092535       0.07610934        -0.13512617     0.08087647         0.5250749      0.21846224    0.873723   81      1.0597781    0.040364765    ""           ""            ""           ""              "TGSSADR J125438.2+114106" 193.65926  11.6852     0.6385       0.0641         "MRC 1252+119"  193.66083    11.684444     0.93    0.0465        ""           ""           ""        ""              193.65948     11.685091     0.7825706     0.03912853     0.5900955      0.1422403     0.7753388      0.117872044   0.6345103     0.09862069    0.5955038       0.09485865    0.6683761       0.07063218    0.6695149       0.062376544   0.7925191     0.056362983   0.76098466      0.05624501    0.7994593     0.05708169    0.82050127    0.05028621    0.90025187    0.04933217     0.9260178     0.04954861     0.85692394   0.06854409    0.9747146    0.06900739    0.93677056   0.070624314    1.1176637    0.07495907     1.2242007    0.10734243     1.2344958    0.12550196    1.0274072    0.11479325     1.2133691    0.120866686   
  "GLEAM J125459+085946"   193.74678    8.996183      0.9507455    0.12406394    613.0   122.0        -0.022909762   0.09892564         0.73678917    0.20052268          0.64531326      0.21670534        -0.022909762    0.14526974         1.2339432      0.5496715     ""         ""      0.5328856    0.031899467    ""           ""            ""           ""              "TGSSADR J125458.9+085948" 193.74554  8.99669     0.40739998   0.0413         "MRC 1252+092"  193.74625    8.995277      0.85    0.0425        ""           ""           ""        ""              193.74567     8.996831      0.65005225    0.032502614    0.36581698     0.124447696   0.46268028     0.106330365   0.1395415     0.08475787    0.48985064      0.09190629    0.37046605      0.077637136   0.25718188      0.06410046    0.29818234    0.05909679    0.33551052      0.059351098   0.43295872    0.048403163   0.51543385    0.044018827   0.37052688    0.042385783    0.4372552     0.041728742    0.42168468   0.049508426   0.46379304   0.05201315    0.5003328    0.055347625    0.53076684   0.058009684    0.58691245   0.079429984    0.7084051    0.08932482    0.4168356    0.076485895    0.66279644   0.07066521    
  "GLEAM J125611-214405"   194.04756    -21.734753    0.60175735   0.13835286    543.0   190.0        -0.2026272     0.10959213         0.5512507     0.11771725          0.4763385       0.0855969         -0.2026272      0.11353615         0.2823027      0.1992429     ""         ""      0.40860468   0.010400468    ""           ""            ""           ""              "TGSSADR J125611.3-214412" 194.04736  -21.73683   0.2318       0.024          ""              ""           ""            ""      ""            ""           ""           ""        ""              194.04788     -21.736628    0.25825524    0.012912762    0.2879215      0.0945627     0.2871034      0.07146131    0.29659805    0.05992543    0.31274116      0.055532765   0.28576642      0.052913085   0.28330007      0.045229033   0.34439674    0.03960561    0.29424617      0.036717173   0.30974236    0.023546793   0.31382048    0.021379787   0.347721      0.021683423    0.37978336    0.021747485    0.3733775    0.032547668   0.3430361    0.0265984     0.37805954   0.024590103    0.359538     0.022331372    0.39134824   0.021621985    0.3876232    0.018973015   0.4016921    0.018428449    0.42093953   0.01816127    
  "GLEAM J125638-222039"   194.1591     -22.344194    1.4983345    0.02145982    77.0    30.0         -1.0476278     0.10002835         ""            ""                  -0.6184511      0.07572095        -1.0190855      0.093548186        -0.5105954     0.055248424   ""         ""      0.92376715   0.010053028    194.15875    -22.344345    1.5186715    0.075933576     "TGSSADR J125637.8-222046" 194.15765  -22.34623   1.0294       0.103300005    ""              ""           ""            ""      ""            ""           ""           ""        ""              194.15836     -22.346006    0.13014688    0.006507344    1.5169357      0.10405937    1.4288063      0.08549093    1.4507502     0.074891776   1.439167        0.07070257    1.4304928       0.06719846    1.4218111       0.061681557   1.4036434     0.056744654   1.3096883       0.053397235   1.2264833     0.043385237   1.1896458     0.041575924   1.1270975     0.03926939     1.0998335     0.03784837     1.0374892    0.04187764    1.0275735    0.03926494    0.99534094   0.03787335     0.961277     0.035655595    0.8943053    0.032931164    0.89707553   0.030684184   0.877958     0.030317653    0.8289795    0.028010758   
  "GLEAM J125714-083703"   194.31206    -8.617614     2.9115434    0.050911162   102.0   33.0         -0.8557655     0.0984477          1.6068568     0.5280486           -0.38760146     0.084739946       -0.8568496      0.09608616         -0.6597075     0.03499411    ""         ""      2.287068     0.013344998    194.31342    -8.615882     2.9408822    0.1470441       "TGSSADR J125714.8-083702" 194.31175  -8.61734    2.8841999    0.2885         "MRC 1254-083"  194.31209    -8.618055     1.55    0.0775        ""           ""           ""        ""              194.31131     -8.617359     0.43134877    0.02156744     2.768544       0.12347617    2.8609486      0.11067159    2.834939      0.10215744    2.8969967       0.103524335   2.9583178       0.10575358    2.9437928       0.09936086    2.7702696     0.09334643    2.7783542       0.09304611    2.71724       0.0881531     2.6022341     0.08392771    2.56043       0.080972895    2.4986298     0.07892214     2.4582255    0.07841259    2.3192148    0.07309199    2.2874327    0.07176196     2.220418     0.06972468     2.144946     0.06922046     2.0599923    0.066935316   1.9558287    0.06340205     1.8893418    0.061090443   
  "GLEAM J125846-081444"   194.69531    -8.245697     0.65822434   0.024486294   116.0   26.0         -0.8117269     0.07884365         2.030704      1.8389658           -0.34953105     0.07748687        -0.7973925      0.0847775          -0.8036817     0.18303145    ""         ""      0.54759204   0.013956669    194.69534    -8.2439       0.51191103   0.025595551     "TGSSADR J125846.7-081441" 194.69482  -8.24495    0.6362       0.0642         ""              ""           ""            ""      ""            ""           ""           ""        ""              194.69495     -8.245037     0.114697      0.00573485     0.6759275      0.09078509    0.57740194     0.07139649    0.57383144    0.059515536   0.59921813      0.05906159    0.7375108       0.06002919    0.59278744      0.04825514    0.6693272     0.046367936   0.6718805       0.04496992    0.60699075    0.0361214     0.63076735    0.03488917    0.56270385    0.029714262    0.6159152     0.031039644    0.59967494   0.03176983    0.5630205    0.028524248   0.59558815   0.028007047    0.49748063   0.025716972    0.5110471    0.030043663    0.4878579    0.030436562   0.47643694   0.02777365     0.43950698   0.027107373   
  "GLEAM J130330-092341"   195.87877    -9.394794     0.22108428   0.116713434   325.0   65.0         -0.77899253    0.7366879          1.8252704     1.686398            0.80783385      0.32120344        -0.32051495     0.08753092         0.25300872     1.9685993     ""         ""      0.18348625   0.012018369    ""           ""            ""           ""              "TGSSADR J130330.7-092340" 195.87827  -9.39447    0.0906       0.011399999    ""              ""           ""            ""      ""            ""           ""           ""        ""              195.87868     -9.394895     0.09683015    0.004841508    -0.07552317    0.08737742    0.15669027     0.063201636   0.066301085   0.053538293   0.073066056     0.048987325   0.0931462       0.0532916     0.069993556     0.041861128   0.040599383   0.03662081    0.13236283      0.035380494   0.12341072    0.029895375   0.11440912    0.026156088   0.15559602    0.02577382     0.12905799    0.023268674    0.13074385   0.024068236   0.17235409   0.022165699   0.16187963   0.021269254    0.12920849   0.020086406    0.21053502   0.024877772    0.21188493   0.024271969   0.15978555   0.02201635     0.19033581   0.021439997   
  "GLEAM J130433-193246"   196.1415     -19.546333    1.595513     0.08132949    130.0   21.0         -0.358058      0.1167405          2.818677      1.4147443           -0.07823175     0.07523958        -0.39158174     0.08735632         -0.51896846    0.07425635    ""         ""      1.4928095    0.009026017    196.14168    -19.545958    1.2731943    0.06365972      "TGSSADR J130433.6-193251" 196.14035  -19.54754   1.1477       0.115          "MRC 1301-192"  196.14125    -19.547222    1.41    0.0705        ""           ""           ""        ""              196.1404      -19.547264    0.71339214    0.035669606    1.30184        0.09293173    1.4274924      0.07660183    1.4235227     0.068849385   1.6304208       0.06921685    1.6173798       0.06944403    1.6467366       0.06351791    1.5537236     0.058573898   1.5408763       0.05835769    1.5886496     0.05194883    1.5862178     0.051077645   1.5827347     0.05074323     1.5392625     0.049559504    1.5243875    0.052735258   1.4517282    0.050140347   1.5021685    0.05052766     1.4259722    0.04702026     1.4697874    0.047878653    1.4124426    0.044787757   1.4216671    0.044566147    1.3590568    0.04289277    
  "GLEAM J130729-332520"   196.87111    -33.42225     1.3653065    0.1936665     121.0   80.0         -0.9991122     0.16931109         0.6403099     0.5768636           -0.0756567      0.09515625        -0.78853893     0.1626942          -0.20230311    0.09296593    ""         ""      1.3110639    0.011890075    196.8737     -33.420704    0.98649526   0.049324762     "TGSSADR J130729.2-332527" 196.87206  -33.42425   1.2752       0.1282         "MRC 1304-331"  196.86874    -33.421665    0.84    0.042         196.87187    -33.42389    0.3395    0.016975        196.87204     -33.42336     0.3678365     0.018391825    1.2424599      0.118715845   1.2219068      0.09222705    1.3473873     0.08168573    1.3572482       0.07775496    1.5077542       0.081127636   1.4413093       0.06852915    1.3838814     0.06040519    1.3215754       0.056862786   1.3423116     0.04945796    1.3297625     0.04677897    1.2927142     0.04482906     1.3289267     0.04687683     1.3249259    0.05510672    1.2901349    0.054315977   1.3658338    0.053420782    1.3208503    0.048325323    1.3184433    0.044460513    1.2927096    0.04247914    1.2710104    0.041648116    1.2429694    0.040519126   
  "GLEAM J130807-195838"   197.03062    -19.977291    0.29440713   0.032692797   303.0   60.0         -0.9169919     0.5933993          0.52813584    0.52061874          0.36526245      0.11224532        -0.36288762     0.10984169         -0.29267418    0.57659596    ""         ""      0.28114596   0.011127297    ""           ""            ""           ""              "TGSSADR J130806.7-195839" 197.02795  -19.97764   0.2382       0.0252         ""              ""           ""            ""      ""            ""           ""           ""        ""              197.02858     -19.97725     0.14009976    0.0070049884   0.21820028     0.093985535   0.13530356     0.07072525    0.17337306    0.06182107    0.08626318      0.056626555   0.11253062      0.05478376    0.2306316       0.044372432   0.22677487    0.03918221    0.24942677      0.04011488    0.2442122     0.022631282   0.20802426    0.021532191   0.2402786     0.019680444    0.26696774    0.019533055    0.2964786    0.030446935   0.24567214   0.028076379   0.27667847   0.029178321    0.26643208   0.023030944    0.29386178   0.022046858    0.28707784   0.01824316    0.28633484   0.017386744    0.26822925   0.01665048    
  "GLEAM J131124+165838"   197.85188    16.977438     0.82428855   0.12476136    447.0   89.0         -0.48839033    0.21327883         2.111536      1.9940044           2.1869454       0.7581651         -0.10752525     0.15850778         4.2670226      1.4197329     ""         ""      0.44258845   0.05329515     ""           ""            ""           ""              "TGSSADR J131123.7+165844" 197.84908  16.97903    0.23619999   0.0243         "MRC 1308+172"  197.84833    16.981388     0.81    0.0405        ""           ""           ""        ""              197.84918     16.978834     0.56958157    0.028479079    0.30808607     0.13681346    0.14447036     0.11226288    0.31647384    0.09957841    0.3183859       0.093702495   0.28399855      0.07888288    0.25901118      0.066082865   0.18664177    0.06036357    0.17411155      0.056649476   0.1754459     0.052799147   0.27586138    0.048964374   0.23840676    0.046540502    0.20186466    0.044454493    0.20175512   0.08335412    0.3715792    0.09207892    0.53723174   0.091016985    0.3091646    0.11648493     0.51251936   0.09671695     0.43671897   0.10119759    0.69557464   0.09227458     ""           ""            
  "GLEAM J131139-221640"   197.91461    -22.277973    53.75557     2.1696353     86.0    11.0         -1.1543597     0.09365731         ""            ""                  -0.52185094     0.08488325        -1.141541       0.12550555         -0.6103738     0.05479435    ""         ""      34.334873    0.025455313    197.9143     -22.278624    56.05135     2.8025675       "TGSSADR J131139.3-221642" 197.9139   -22.27854   56.256897    5.6257997      "MRC 1308-220"  197.91458    -22.278055    22.21   1.1105        ""           ""           ""        ""              197.91373     -22.278141    3.9978259     0.1998913      51.8919        1.5609711     53.2597        1.600288      53.187943     1.5975235     53.76842        1.615014      55.402084       1.6635551     52.861153       1.5871929     50.428925     1.5141667     47.544884       1.427851      45.91633      1.3782746     43.953564     1.3192737     42.641785     1.2799435      40.9816       1.230282       38.77294     1.1641184     37.711056    1.1323421     36.567467    1.0979463      34.92574     1.0483608      34.486603    1.0350493      33.006596    0.9905365     32.79058     0.9840568      30.99103     0.93007225    
  "GLEAM J131157+183936"   197.9898     18.660074     1.4445146    0.07779828    145.0   28.0         -0.3754686     0.11009577         2.7011735     1.2316492           0.13845369      0.08762057        -0.386003       0.09298343         -0.6984819     0.22061396    ""         ""      1.4732313    0.0536715      197.98831    18.659586     0.83843505   0.041921753     "TGSSADR J131157.3+183930" 197.98885  18.65849    1.7486       0.175          "MRC 1309+189"  197.98917    18.657778     1.13    0.0565        ""           ""           ""        ""              197.98889     18.658386     0.6952643     0.034763213    0.99335384     0.15104362    1.0708306      0.1143587     1.1757443     0.09887044    1.2013972       0.10935067    1.4689312       0.09573171    1.351749        0.07629855    1.4183531     0.073117815   1.450538        0.06823606    1.4822769     0.07257525    1.4747763     0.06528384    1.3600258     0.061184168    1.4401921     0.061810263    1.178667     0.11585654    1.364362     0.10460152    1.5586928    0.11618387     1.7331339    0.14769386     1.2473718    0.08948703     1.3552829    0.09001263    1.3653474    0.084413245    ""           ""            
  "GLEAM J131408-120117"   198.53392    -12.021661    1.0611526    0.04861593    95.0    20.0         -0.6677611     0.07718786         ""            ""                  -0.57495624     0.081263736       -0.6387821      0.09876729         -0.69835013    0.09588771    ""         ""      0.8048985    0.012790221    198.53459    -12.021022    1.387719     0.06938595      "TGSSADR J131408.1-120119" 198.53389  -12.02208   0.8747       0.087699994    ""              ""           ""            ""      ""            ""           ""           ""        ""              198.53407     -12.021778    0.20694473    0.010347237    1.0402403      0.09472046    1.0897183      0.07386871    1.0423583     0.061010286   1.0575372       0.058465738   1.0909745       0.05635128    0.99529713      0.04869654    1.0013092     0.046802238   0.94590366      0.044587202   0.9095346     0.03812026    0.9495677     0.03783404    0.9220791     0.03615419     0.8625397     0.034197323    0.83693016   0.039430883   0.7850355    0.036205508   0.7370845    0.034027383    0.7352678    0.033137396    0.7524969    0.029228657    0.69738775   0.025847992   0.63005453   0.023347033    0.61163074   0.022410661   
  "GLEAM J131634-105939"   199.14415    -10.994417    0.42599213   0.0552946     314.0   62.0         -0.8489154     0.4588382          0.97579575    0.61228454          0.73853827      0.1722012         -0.3007976      0.089493275        -0.30541536    0.67894685    ""         ""      0.3815585    0.011014276    ""           ""            ""           ""              "TGSSADR J131634.5-105940" 199.14397  -10.99457   0.25280002   0.0262         ""              ""           ""            ""      ""            ""           ""           ""        ""              199.14395     -10.994658    0.19385159    0.0096925795   0.17717463     0.086914584   0.18890686     0.06197816    0.20519216    0.04970475    0.06751153      0.04644897    0.32618362      0.04857883    0.20334768      0.039938383   0.25538447    0.03701859    0.2025197       0.03222981    0.30193654    0.02924278    0.28853384    0.026800426   0.36041054    0.024978628    0.33568335    0.023725264    0.33773836   0.025637003   0.34597608   0.024174403   0.33906177   0.024685405    0.46544644   0.024924489    0.33459342   0.023519231    0.3585748    0.022479927   0.42172673   0.023250865    0.38152125   0.021250226   
  "GLEAM J131824-101443"   199.60255    -10.24544     0.70796067   0.03029297    199.0   48.0         -0.509302      0.08600768         1.1001264     0.41816735          0.24097724      0.0697078         -0.34667507     0.107884146        -0.48822573    0.12375978    ""         ""      0.7198925    0.01078626     ""           ""            ""           ""              "TGSSADR J131824.3-101444" 199.60155  -10.2458    0.63509995   0.0638         ""              ""           ""            ""      ""            ""           ""           ""        ""              199.60197     -10.245897    0.36207837    0.018103918    0.479496       0.088641934   0.4648743      0.062356655   0.5405401     0.0536455     0.592973        0.049771592   0.6142626       0.050422948   0.6206873       0.042960275   0.6424773     0.039986268   0.68100923      0.038261876   0.63619703    0.0344756     0.70928097    0.03268526    0.6853321     0.030010078    0.6872392     0.029721761    0.7153033    0.03028056    0.6835286    0.02897614    0.6989438    0.028366828    0.7576691    0.029781299    0.72992295   0.032422516    0.72998405   0.03108693    0.6907344    0.028726393    0.6754297    0.028665649   
  "GLEAM J131904-065601"   199.7687     -6.933755     3.1856544    0.06652531    142.0   21.0         -0.67644453    0.116761886        2.0324743     1.675284            0.069231965     0.09820006        -0.65652907     0.10000915         -1.0154511     0.036823038   ""         ""      2.7859068    0.012040671    199.76915    -6.9344845    2.5341082    0.12670541      "TGSSADR J131904.3-065601" 199.76828  -6.93361    2.5433998    0.2545         "MRC 1316-066"  199.7675     -6.933611     2.34    0.117         ""           ""           ""        ""              199.768       -6.93346      0.8242101     0.041210506    2.166638       0.11299915    2.3787165      0.10048402    2.5943031     0.1015012     2.7536314       0.10162659    2.9539118       0.10451033    2.9872122       0.10037149    3.1425924     0.1025483     3.106725        0.10066773    3.2470005     0.10077962    3.2322001     0.09964306    3.1178088     0.095898844    3.1450827     0.09658105     3.0482242    0.094420485   3.052674     0.09400879    2.9171143    0.08966985     2.8381128    0.08772027     2.7394376    0.08570776     2.701697     0.08443603    2.6883662    0.08387105     2.5886445    0.08084148    
  "GLEAM J132230-754644"   200.6263     -75.77908     0.6424451    0.07866349    143.0   34.0         -1.1530844     0.07079832         1.5023957     0.45648474          -0.14236175     0.0967427         -1.028346       0.110578515        -1.1017926     0.18843313    ""         ""      0.58503944   0.015659923    ""           ""            ""           ""              ""                         ""         ""          ""           ""             ""              ""           ""            ""      ""            200.62396    -75.778915   0.1302    0.00651         ""            ""            ""            ""             0.20247777     0.122908734   0.44178906     0.09780097    0.54349595    0.08467737    0.5167881       0.08070783    0.60200197      0.09195138    0.568063        0.069620855   0.69356793    0.0588012     0.6221199       0.05318246    0.6552195     0.035840727   0.6094059     0.03270949    0.6197959     0.032682378    0.63370866    0.033425853    0.6130284    0.03500732    0.65023166   0.03425132    0.60036176   0.031985674    0.53329813   0.030040774    0.55046135   0.031462956    0.54428554   0.033083607   0.53609014   0.034307204    0.51242906   0.03779308    
  "GLEAM J132326+052412"   200.85876    5.4035635     1.3628386    0.049445327   89.0    38.0         -0.812512      0.07233096         ""            ""                  -0.34583256     0.09758981        -0.7331779      0.11714378         -0.4281087     0.14119703    ""         ""      1.0289279    0.020008404    200.86174    5.4073963     0.98815256   0.049407627     "TGSSADR J132325.9+052409" 200.85815  5.40263     1.3781999    0.1379         ""              ""           ""            ""      ""            ""           ""           ""        ""              200.85834     5.402684      0.22658688    0.0113293445   1.4322382      0.11673719    1.1738905      0.09884355    1.3198841     0.08817342    1.3913171       0.086102284   1.4117382       0.08122021    1.3448316       0.068048105   1.3028042     0.06324983    1.2999448       0.059920717   1.2786146     0.056518994   1.1419109     0.050324444   1.2122064     0.050049976    1.116501      0.04786952     1.1120707    0.049605303   1.1036038    0.04577213    1.0756166    0.045000765    1.0790846    0.04495048     1.0280596    0.05374122     0.81599694   0.055459898   0.99562144   0.05596213     0.98202837   0.049675692   
  "GLEAM J132412-323537"   201.05093    -32.593666    0.5260838    0.024047824   261.0   52.0         -0.63250214    0.2381052          0.65530324    0.46103072          0.2891226       0.086940736       -0.24940711     0.082666576        -0.3062211     0.32732564    ""         ""      0.5301579    0.011747922    ""           ""            ""           ""              "TGSSADR J132412.0-323532" 201.0501   -32.59243   0.4366       0.0452         ""              ""           ""            ""      ""            201.04912    -32.59297    0.3826    0.01913         201.0498      -32.592983    0.2937346     0.014686731    0.3456937      0.10173809    0.38101023     0.08302072    0.27907723    0.068213314   0.4266643       0.066708975   0.5380523       0.06924029    0.39922288      0.056400437   0.3670672     0.04602866    0.52991223      0.045873154   0.4357402     0.03208705    0.47295308    0.027994992   0.47938284    0.02828409     0.5204525     0.029379727    0.5641584    0.044246785   0.5405404    0.04376274    0.42486528   0.039252955    0.5329212    0.0325962      0.50316906   0.025925873    0.5396773    0.022846546   0.5068346    0.022512434    0.5205917    0.02233021    
  "GLEAM J132939-034651"   202.4147     -3.7808578    0.6383837    0.05376068    265.0   53.0         -1.1762456     0.5313609          0.22360161    0.14368668          0.23485291      0.09636668        -0.44211528     0.08759825         -0.05534479    0.20886527    0.2218     49      0.62283456   0.011836718    202.41475    -3.774791     0.542516     0.0271258       "TGSSADR J132939.2-034650" 202.41364  -3.78062    0.5037       0.0506         ""              ""           ""            ""      ""            ""           ""           ""        ""              202.41331     -3.7808108    0.24621041    0.012310521    0.5712314      0.103899956   0.47307077     0.08020952    0.46301988    0.06984209    0.5475205       0.066461906   0.6386614       0.061124038   0.63379204      0.053810164   0.5364703     0.046626695   0.55207264      0.044333294   0.58494306    0.03341338    0.55257744    0.028990839   0.63133293    0.029136615    0.6109309     0.027544646    0.6166235    0.029483752   0.62216854   0.028437272   0.5971878    0.026538583    0.67297405   0.027726717    0.6393578    0.030360337    0.56672037   0.029957108   0.65259266   0.031226367    0.6277738    0.03423915    
  "GLEAM J133404-115017"   203.51903    -11.838241    0.49041364   0.08248625    279.0   97.0         -0.74461913    0.44774237         0.35708904    0.35730067          0.20121641      0.08873248        -0.26902542     0.11328098         -0.2583018     0.17942883    1.402      47      0.47292256   0.011421781    ""           ""            ""           ""              "TGSSADR J133404.1-115013" 203.5174   -11.8371    0.3261       0.033          ""              ""           ""            ""      ""            ""           ""           ""        ""              203.51755     -11.837417    0.28586236    0.014293118    0.31324887     0.089671314   0.40902987     0.06927846    0.28705093    0.05865695    0.47026587      0.054837532   0.43513498      0.048844226   0.39761025      0.04040918    0.41821617    0.03860031    0.49055308      0.035379253   0.44327447    0.030036742   0.46488783    0.027815588   0.45133927    0.02768141     0.4627508     0.027031198    0.51850116   0.032282155   0.46257034   0.031035021   0.47212905   0.02827368     0.48603588   0.030260524    0.47194076   0.024977472    0.4937664    0.023322921   0.47489312   0.021160757    0.48317453   0.021585846   
  "GLEAM J133458-164326"   203.74173    -16.723925    0.4535481    0.116258554   478.0   167.0        -0.4745711     0.10973652         0.50313574    0.18619634          0.3872431       0.13799317        -0.4745711      0.119027846        0.0699097      0.65618724    ""         ""      0.31700218   0.009801734    ""           ""            ""           ""              "TGSSADR J133457.8-164327" 203.74109  -16.72422   0.2039       0.021          ""              ""           ""            ""      ""            ""           ""           ""        ""              203.7414      -16.724289    0.12433635    0.0062168175   0.12668611     0.08565991    0.16775048     0.06511711    0.14048581    0.05750242    0.14530194      0.05138809    0.09767054      0.042613648   0.21902561      0.035641678   0.25275445    0.033588402   0.28498694      0.0298827     0.28813303    0.024273543   0.30366322    0.02257531    0.28554213    0.02173882     0.28076038    0.02115273     0.3218231    0.027000897   0.29004297   0.0245146     0.29779488   0.025250377    0.3424769    0.023344629    0.25081688   0.023317676    0.3289069    0.020135999   0.31631207   0.01986093     0.35654733   0.01857876    
  "GLEAM J133500-170705"   203.75082    -17.118261    0.4035591    0.02089386    238.0   47.0         -0.6812123     0.29557222         0.9925738     0.9592533           0.32884225      0.09200415        -0.4001366      0.11519606         -0.75364256    0.34004802    ""         ""      0.39802206   0.009299463    ""           ""            ""           ""              "TGSSADR J133500.1-170707" 203.75069  -17.11875   0.2666       0.0271         ""              ""           ""            ""      ""            ""           ""           ""        ""              203.75092     -17.119053    0.18406947    0.009203474    0.1149086      0.09252616    0.10164657     0.067858465   0.17326707    0.05908506    0.29938996      0.05448632    0.27576697      0.04418377    0.26137203      0.036298722   0.33741403    0.03453314    0.39429718      0.03075161    0.34413165    0.023678547   0.36627084    0.022161296   0.36542094    0.021020157    0.42484143    0.022522097    0.38132647   0.027551256   0.37979      0.02438442    0.4047231    0.02572945     0.4013988    0.024163112    0.41983572   0.023546165    0.39682245   0.019994475   0.3820786    0.019477002    0.40653744   0.019299032   
